cultura,ontology,traitDbId,traitId,traitName,defaultValue,n_observation_variables,observation_variables
Common Bean,CO_335,CO_335:0000991,CO_335:0000991,Rhizoctonia disease severity,,2,CO_335:0000434; CO_335:0000431
Common Bean,CO_335,CO_335:0000992,CO_335:0000992,Rust disease severity on leaves,,2,CO_335:0000052; CO_335:0000050
Common Bean,CO_335,CO_335:0000993,CO_335:0000993,Southern blight disease severity,,2,CO_335:0000440; CO_335:0000437
Common Bean,CO_335,CO_335:0000994,CO_335:0000994,Web blight disease severity,,2,CO_335:0000452; CO_335:0000455
Common Bean,CO_335,CO_335:0000995,CO_335:0000995,White mold disease severity,,2,CO_335:0000446; CO_335:0000443
Common Bean,CO_335,CO_335:0000996,CO_335:0000996,Basal root growth angle,,1,CO_335:0000458
Common Bean,CO_335,CO_335:0000997,CO_335:0000997,Emerging cotyledon color,,1,CO_335:0000533
Common Bean,CO_335,CO_335:0000998,CO_335:0000998,Flower color,,1,CO_335:0000024
Common Bean,CO_335,CO_335:0000999,CO_335:0000999,Flower standard color,,1,CO_335:0000554
Common Bean,CO_335,CO_335:0001000,CO_335:0001000,Flower wings color,,1,CO_335:0000551
Common Bean,CO_335,CO_335:0001001,CO_335:0001001,Hypocotyl pigmentation,,1,CO_335:0000536
Common Bean,CO_335,CO_335:0001002,CO_335:0001002,Mature pod color,,1,CO_335:0000037
Common Bean,CO_335,CO_335:0001003,CO_335:0001003,Plant basal root length,,1,CO_335:0000075
Common Bean,CO_335,CO_335:0001004,CO_335:0001004,Plant basal root number,,1,CO_335:0000077
Common Bean,CO_335,CO_335:0001005,CO_335:0001005,Plant basal root whorl number,,1,CO_335:0000076
Common Bean,CO_335,CO_335:0001006,CO_335:0001006,Plant growth habit,,1,CO_335:0000027
Common Bean,CO_335,CO_335:0001007,CO_335:0001007,Plant pod position,,1,CO_335:0000117
Common Bean,CO_335,CO_335:0001008,CO_335:0001008,Pod beak orientation,,1,CO_335:0000521
Common Bean,CO_335,CO_335:0001009,CO_335:0001009,Pod beak position,,1,CO_335:0000524
Common Bean,CO_335,CO_335:0001010,CO_335:0001010,Pod cross section,,1,CO_335:0000515
Common Bean,CO_335,CO_335:0001011,CO_335:0001011,Pod curvature,,1,CO_335:0000530
Common Bean,CO_335,CO_335:0001012,CO_335:0001012,Pod length,,1,CO_335:0000512
Common Bean,CO_335,CO_335:0001013,CO_335:0001013,Pod width,,1,CO_335:0000518
Common Bean,CO_335,CO_335:0001014,CO_335:0001014,Seed brilliance,,1,CO_335:0000058
Common Bean,CO_335,CO_335:0001015,CO_335:0001015,Seed color pattern,,1,CO_335:0000057
Common Bean,CO_335,CO_335:0001016,CO_335:0001016,Seed height,,1,CO_335:0000503
Common Bean,CO_335,CO_335:0001017,CO_335:0001017,Seed length,,1,CO_335:0000509
Common Bean,CO_335,CO_335:0000920,CO_335:0000920,Geometric mean of days to physiological maturity,,1,CO_335:0000743
Common Bean,CO_335,CO_335:0000921,CO_335:0000921,Geometric mean of hundred seed weight,,1,CO_335:0000740
Common Bean,CO_335,CO_335:0000922,CO_335:0000922,Geometric mean of seed yield,,1,CO_335:0000737
Common Bean,CO_335,CO_335:0000923,CO_335:0000923,Seed yield drought susceptibility index,,1,CO_335:0000656
Common Bean,CO_335,CO_335:0000924,CO_335:0000924,Canopy width,,1,CO_335:0000108
Common Bean,CO_335,CO_335:0000925,CO_335:0000925,Dead leaf biomass at R8,,1,CO_335:0000085
Common Bean,CO_335,CO_335:0000926,CO_335:0000926,Hundred seed weight,,1,CO_335:0000001
Common Bean,CO_335,CO_335:0000927,CO_335:0000927,Leaf area,,1,CO_335:0000647
Common Bean,CO_335,CO_335:0000928,CO_335:0000928,Leaf area index,,1,CO_335:0000034
Common Bean,CO_335,CO_335:0000929,CO_335:0000929,Leaf biomass at R8,,1,CO_335:0000097
Common Bean,CO_335,CO_335:0000930,CO_335:0000930,Mean root diameter,,1,CO_335:0000038
Common Bean,CO_335,CO_335:0000931,CO_335:0000931,Plant harvested number,,2,CO_335:0000548; CO_335:0000043
Common Bean,CO_335,CO_335:0000932,CO_335:0000932,Plant height,,1,CO_335:0000106
Common Bean,CO_335,CO_335:0000933,CO_335:0000933,Plant leaf area,,1,CO_335:0000650
Common Bean,CO_335,CO_335:0000934,CO_335:0000934,Plant pod number,,1,CO_335:0000041
Common Bean,CO_335,CO_335:0000935,CO_335:0000935,Plant root volume,,1,CO_335:0000677
Common Bean,CO_335,CO_335:0000936,CO_335:0000936,Plant seed number,,1,CO_335:0000578
Common Bean,CO_335,CO_335:0000937,CO_335:0000937,Plant seed yield,,1,CO_335:0000069
Common Bean,CO_335,CO_335:0000938,CO_335:0000938,Plant shoot biomass,,1,CO_335:0000638
Common Bean,CO_335,CO_335:0000939,CO_335:0000939,Plant total root biomass,,1,CO_335:0000063
Common Bean,CO_335,CO_335:0000940,CO_335:0000940,Plant total root length,,1,CO_335:0000065
Common Bean,CO_335,CO_335:0000941,CO_335:0000941,Pod biomass at R8,,1,CO_335:0000040
Common Bean,CO_335,CO_335:0000942,CO_335:0000942,Pod biomass at R9,,1,CO_335:0000039
Common Bean,CO_335,CO_335:0000943,CO_335:0000943,Pod dehiscence type,,1,CO_335:0000527
Common Bean,CO_335,CO_335:0000944,CO_335:0000944,Pod harvest index,,1,CO_335:0000042
Common Bean,CO_335,CO_335:0000945,CO_335:0000945,Pod number,,1,CO_335:0000575
Common Bean,CO_335,CO_335:0000946,CO_335:0000946,Pod partitioning index,,1,CO_335:0000044
Common Bean,CO_335,CO_335:0000947,CO_335:0000947,Pod seed number,,1,CO_335:0000059
Common Bean,CO_335,CO_335:0000948,CO_335:0000948,Pod wall biomass at R9,,1,CO_335:0000047
Common Bean,CO_335,CO_335:0000949,CO_335:0000949,Root depth,,1,CO_335:0000141
Common Bean,CO_335,CO_335:0000950,CO_335:0000950,Root volume,,1,CO_335:0000674
Common Bean,CO_335,CO_335:0000951,CO_335:0000951,Seed ash content,,1,CO_335:0000138
Common Bean,CO_335,CO_335:0000952,CO_335:0000952,Seed harvest index,,1,CO_335:0000135
Common Bean,CO_335,CO_335:0000953,CO_335:0000953,Seed moisture content,,1,CO_335:0000542
Common Bean,CO_335,CO_335:0000954,CO_335:0000954,Seed number,,1,CO_335:0000572
Common Bean,CO_335,CO_335:0000955,CO_335:0000955,Seed size,,1,CO_335:0000581
Common Bean,CO_335,CO_335:0000799,CO_335:0000799,Seed size,,1,CO_335:0001208
Common Bean,CO_335,CO_335:0000956,CO_335:0000956,Seed yield,,2,CO_335:0000068; CO_335:0000028
Common Bean,CO_335,CO_335:0000800,CO_335:0000800,Seed yield,,1,CO_335:0001211
Common Bean,CO_335,CO_335:0000957,CO_335:0000957,Seed yield productivity rate,,1,CO_335:0000539
Common Bean,CO_335,CO_335:0000958,CO_335:0000958,Shoot ash content,,1,CO_335:0000641
Common Bean,CO_335,CO_335:0000959,CO_335:0000959,Shoot biomass,,1,CO_335:0000635
Common Bean,CO_335,CO_335:0000960,CO_335:0000960,Shoot biomass at R8,,1,CO_335:0000012
Common Bean,CO_335,CO_335:0000961,CO_335:0000961,Specific root length,,1,CO_335:0000060
Common Bean,CO_335,CO_335:0000962,CO_335:0000962,Stem biomass at R8,,1,CO_335:0000054
Common Bean,CO_335,CO_335:0000963,CO_335:0000963,Stem biomass at R9,,1,CO_335:0000062
Common Bean,CO_335,CO_335:0000964,CO_335:0000964,Stem biomass reduction,,1,CO_335:0000136
Common Bean,CO_335,CO_335:0000965,CO_335:0000965,Total root biomass,,1,CO_335:0000064
Common Bean,CO_335,CO_335:0000966,CO_335:0000966,Total root length,,1,CO_335:0000066
Common Bean,CO_335,CO_335:0000967,CO_335:0000967,Presence of marker linked to bc-3 gene,,1,CO_335:0000569
Common Bean,CO_335,CO_335:0000968,CO_335:0000968,Presence of marker linked to bgm-1 gene,,1,CO_335:0000563
Common Bean,CO_335,CO_335:0000969,CO_335:0000969,Presence of marker linked to W12 QTL,,1,CO_335:0000566
Common Bean,CO_335,CO_335:0000970,CO_335:0000970,Angular Leaf Spot disease severity on leaves,,2,CO_335:0000004; CO_335:0000002
Common Bean,CO_335,CO_335:0000971,CO_335:0000971,Angular Leaf Spot disease severity on pods,,1,CO_335:0000003
Common Bean,CO_335,CO_335:0000972,CO_335:0000972,Anthracnose disease severity on leaves,,2,CO_335:0000008; CO_335:0000006
Common Bean,CO_335,CO_335:0000973,CO_335:0000973,Anthracnose disease severity on pods,,1,CO_335:0000007
Common Bean,CO_335,CO_335:0000974,CO_335:0000974,Aphids damage,,1,CO_335:0000476
Common Bean,CO_335,CO_335:0000975,CO_335:0000975,Ascochyta blight disease severity on leaves,,2,CO_335:0000605; CO_335:0000602
Common Bean,CO_335,CO_335:0000976,CO_335:0000976,Ascochyta blight disease severity on pods,,1,CO_335:0000608
Common Bean,CO_335,CO_335:0000977,CO_335:0000977,Bean Common Mosaic Necrosis Virus reaction,,1,CO_335:0000009
Common Bean,CO_335,CO_335:0000978,CO_335:0000978,Bean Golden Yellow Mosaic Virus reaction,,1,CO_335:0000470
Common Bean,CO_335,CO_335:0000979,CO_335:0000979,Bean Golden Yellow Mosaic Virus severity,,1,CO_335:0000473
Common Bean,CO_335,CO_335:0000980,CO_335:0000980,Bean Stem Maggot damage,,1,CO_335:0000011
Common Bean,CO_335,CO_335:0000981,CO_335:0000981,Bruchid damage on seeds,,1,CO_335:0000010
Common Bean,CO_335,CO_335:0000982,CO_335:0000982,Common Bacterial Blight disease severity on leaves,,2,CO_335:0000015; CO_335:0000013
Common Bean,CO_335,CO_335:0000983,CO_335:0000983,Common Bacterial Blight disease severity on pods,,1,CO_335:0000014
Common Bean,CO_335,CO_335:0000984,CO_335:0000984,Floury leaf spot disease severity,,1,CO_335:0000449
Common Bean,CO_335,CO_335:0000985,CO_335:0000985,Fusarium solani disease severity,,2,CO_335:0000026; CO_335:0000025
Common Bean,CO_335,CO_335:0000986,CO_335:0000986,Halo blight disease severity on leaves,,2,CO_335:0000032; CO_335:0000030
Common Bean,CO_335,CO_335:0000987,CO_335:0000987,Halo blight disease severity on pods,,1,CO_335:0000031
Common Bean,CO_335,CO_335:0000988,CO_335:0000988,Leafhopper damage,,1,CO_335:0000479
Common Bean,CO_335,CO_335:0000989,CO_335:0000989,Macrophomina disease severity,,2,CO_335:0000428; CO_335:0000611
Common Bean,CO_335,CO_335:0000990,CO_335:0000990,Pythium spp. disease severity,,2,CO_335:0000049; CO_335:0000048
Common Bean,CO_335,CO_335:0000991,CO_335:0000991,Rhizoctonia disease severity,,2,CO_335:0000434; CO_335:0000431
Common Bean,CO_335,CO_335:0000992,CO_335:0000992,Rust disease severity on leaves,,2,CO_335:0000052; CO_335:0000050
Common Bean,CO_335,CO_335:0000993,CO_335:0000993,Southern blight disease severity,,2,CO_335:0000440; CO_335:0000437
Common Bean,CO_335,CO_335:0000994,CO_335:0000994,Web blight disease severity,,2,CO_335:0000452; CO_335:0000455
Common Bean,CO_335,CO_335:0000995,CO_335:0000995,White mold disease severity,,2,CO_335:0000446; CO_335:0000443
Common Bean,CO_335,CO_335:0000996,CO_335:0000996,Basal root growth angle,,1,CO_335:0000458
Common Bean,CO_335,CO_335:0000997,CO_335:0000997,Emerging cotyledon color,,1,CO_335:0000533
Common Bean,CO_335,CO_335:0000998,CO_335:0000998,Flower color,,1,CO_335:0000024
Common Bean,CO_335,CO_335:0000999,CO_335:0000999,Flower standard color,,1,CO_335:0000554
Common Bean,CO_335,CO_335:0001000,CO_335:0001000,Flower wings color,,1,CO_335:0000551
Common Bean,CO_335,CO_335:0001001,CO_335:0001001,Hypocotyl pigmentation,,1,CO_335:0000536
Common Bean,CO_335,CO_335:0001002,CO_335:0001002,Mature pod color,,1,CO_335:0000037
Common Bean,CO_335,CO_335:0001003,CO_335:0001003,Plant basal root length,,1,CO_335:0000075
Common Bean,CO_335,CO_335:0001004,CO_335:0001004,Plant basal root number,,1,CO_335:0000077
Common Bean,CO_335,CO_335:0001005,CO_335:0001005,Plant basal root whorl number,,1,CO_335:0000076
Common Bean,CO_335,CO_335:0001006,CO_335:0001006,Plant growth habit,,1,CO_335:0000027
Common Bean,CO_335,CO_335:0001007,CO_335:0001007,Plant pod position,,1,CO_335:0000117
Common Bean,CO_335,CO_335:0001008,CO_335:0001008,Pod beak orientation,,1,CO_335:0000521
Common Bean,CO_335,CO_335:0001009,CO_335:0001009,Pod beak position,,1,CO_335:0000524
Common Bean,CO_335,CO_335:0001010,CO_335:0001010,Pod cross section,,1,CO_335:0000515
Common Bean,CO_335,CO_335:0001011,CO_335:0001011,Pod curvature,,1,CO_335:0000530
Common Bean,CO_335,CO_335:0001012,CO_335:0001012,Pod length,,1,CO_335:0000512
Common Bean,CO_335,CO_335:0001013,CO_335:0001013,Pod width,,1,CO_335:0000518
Common Bean,CO_335,CO_335:0001014,CO_335:0001014,Seed brilliance,,1,CO_335:0000058
Common Bean,CO_335,CO_335:0001015,CO_335:0001015,Seed color pattern,,1,CO_335:0000057
Common Bean,CO_335,CO_335:0001016,CO_335:0001016,Seed height,,1,CO_335:0000503
Common Bean,CO_335,CO_335:0001017,CO_335:0001017,Seed length,,1,CO_335:0000509
Potato,CO_330,CO_330:0000000,CO_330:0000000,Plant growth habit,,1,CO_330:0000223
Potato,CO_330,CO_330:0000003,CO_330:0000003,Flowering degree,,2,CO_330:0000224; CO_330:0000620
Potato,CO_330,CO_330:0000006,CO_330:0000006,Corolla shape,,1,CO_330:0000225
Potato,CO_330,CO_330:0000009,CO_330:0000009,Inflorescence number,,1,CO_330:0000226
Potato,CO_330,CO_330:0000012,CO_330:0000012,Main inflorescence flower number,,1,CO_330:0000227
Potato,CO_330,CO_330:0000015,CO_330:0000015,Anther pigmentation,,1,CO_330:0000228
Potato,CO_330,CO_330:0000018,CO_330:0000018,Pistil pigmentation,,1,CO_330:0000229
Potato,CO_330,CO_330:0000021,CO_330:0000021,Fruit shape,,1,CO_330:0000230
Potato,CO_330,CO_330:0000024,CO_330:0000024,Fruit color,,1,CO_330:0000231
Potato,CO_330,CO_330:0000027,CO_330:0000027,Pedicel color,,1,CO_330:0000232
Potato,CO_330,CO_330:0000030,CO_330:0000030,Calyx color,,1,CO_330:0000233
Potato,CO_330,CO_330:0000033,CO_330:0000033,Seed production per berry,,1,CO_330:0000234
Potato,CO_330,CO_330:0000036,CO_330:0000036,Stigma shape,,1,CO_330:0000235
Potato,CO_330,CO_330:0000039,CO_330:0000039,Leaf shape,,1,CO_330:0000236
Potato,CO_330,CO_330:0000042,CO_330:0000042,Primary lateral leaflet number,,1,CO_330:0000237
Potato,CO_330,CO_330:0000045,CO_330:0000045,Leaf adaxial surface color,,1,CO_330:0000238
Potato,CO_330,CO_330:0000048,CO_330:0000048,Leaf abaxial surface color,,1,CO_330:0000239
Potato,CO_330,CO_330:0000051,CO_330:0000051,Leaf adaxial surface trichome density,,1,CO_330:0000240
Potato,CO_330,CO_330:0000054,CO_330:0000054,Leaf abaxial surface trichome density,,1,CO_330:0000241
Potato,CO_330,CO_330:0000057,CO_330:0000057,Apical leaflet size,,1,CO_330:0000242
Potato,CO_330,CO_330:0000060,CO_330:0000060,Apical leaflet shape,,1,CO_330:0000243
Potato,CO_330,CO_330:0000063,CO_330:0000063,Lateral leaflet shape,,1,CO_330:0000244
Potato,CO_330,CO_330:0000066,CO_330:0000066,Base shape of the terminal leaflets,,1,CO_330:0000245
Potato,CO_330,CO_330:0000069,CO_330:0000069,Apex shape of the terminal leaflets,,1,CO_330:0000246
Potato,CO_330,CO_330:0000072,CO_330:0000072,Main Stem pigmentation,,1,CO_330:0000247
Potato,CO_330,CO_330:0000075,CO_330:0000075,Wing stem shape,,1,CO_330:0000248
Potato,CO_330,CO_330:0000078,CO_330:0000078,Predominant tuber skin color,,2,CO_330:0000249; CO_330:0000621
Potato,CO_330,CO_330:0000081,CO_330:0000081,Tuber skin main color intensity,,1,CO_330:0000250
Potato,CO_330,CO_330:0000084,CO_330:0000084,Tuber skin secondary color,,1,CO_330:0000251
Potato,CO_330,CO_330:0000087,CO_330:0000087,Distribution of secondary tuber skin color,,1,CO_330:0000252
Potato,CO_330,CO_330:0000090,CO_330:0000090,Predominant Tuber flesh color,,2,CO_330:0000253; CO_330:0000622
Potato,CO_330,CO_330:0000093,CO_330:0000093,Tuber flesh secondary color,,1,CO_330:0000254
Potato,CO_330,CO_330:0000096,CO_330:0000096,Distribution of secondary tuber flesh color,,1,CO_330:0000255
Potato,CO_330,CO_330:0000099,CO_330:0000099,Tuber shape,,2,CO_330:0000256; CO_330:0000997
Potato,CO_330,CO_330:0000102,CO_330:0000102,Unusual tuber shape,,1,CO_330:0000257
Potato,CO_330,CO_330:0000105,CO_330:0000105,Tuber depth eyes,,1,CO_330:0000258
Potato,CO_330,CO_330:0000111,CO_330:0000111,Predominant sprout color,,1,CO_330:0000259
Potato,CO_330,CO_330:0000114,CO_330:0000114,Secondary sprout color,,1,CO_330:0000260
Potato,CO_330,CO_330:0000117,CO_330:0000117,Distribution of secondary sprout color,,1,CO_330:0000261
Potato,CO_330,CO_330:0000120,CO_330:0000120,Ploidy,,1,CO_330:0000262
Potato,CO_330,CO_330:0000263,CO_330:0000263,Number of tubers planted,,1,CO_330:0000265
Potato,CO_330,CO_330:0000266,CO_330:0000266,Number of emerged plants,,1,CO_330:0000268
Potato,CO_330,CO_330:0000269,CO_330:0000269,Plant uniformity,,1,CO_330:0000272
Potato,CO_330,CO_330:0000273,CO_330:0000273,Plant vigor,,2,CO_330:0000276; CO_330:0000630
Potato,CO_330,CO_330:0000277,CO_330:0000277,Senescence,,2,CO_330:0000280; CO_330:0000631
Potato,CO_330,CO_330:0000281,CO_330:0000281,Plant emergence proportion,,1,CO_330:0000283
Potato,CO_330,CO_330:0000284,CO_330:0000284,Number of harvested plants,,1,CO_330:0000287
Potato,CO_330,CO_330:0000288,CO_330:0000288,Proportion of plants harvested,,1,CO_330:0000290
Potato,CO_330,CO_330:0000291,CO_330:0000291,Number of marketable tubers,,1,CO_330:0000293
Potato,CO_330,CO_330:0000294,CO_330:0000294,Number?of?marketable tubers per plant,,1,CO_330:0000297
Potato,CO_330,CO_330:0000298,CO_330:0000298,Non-marketable tuber number,,1,CO_330:0000300
Potato,CO_330,CO_330:0000301,CO_330:0000301,Tuber number,,1,CO_330:0000304
Potato,CO_330,CO_330:0000108,CO_330:0000108,Tuber number per plant,,1,CO_330:0000305
Potato,CO_330,CO_330:0000306,CO_330:0000306,Marketable tuber weight,,1,CO_330:0000308
Potato,CO_330,CO_330:0000309,CO_330:0000309,Marketable tuber weight per plant,,1,CO_330:0000311
Potato,CO_330,CO_330:0000312,CO_330:0000312,Non-marketable tuber weight,,1,CO_330:0000314
Potato,CO_330,CO_330:0000315,CO_330:0000315,Tuber weight,,2,CO_330:0000317; CO_330:0000843
Potato,CO_330,CO_330:0000318,CO_330:0000318,Tuber weight per plant,,1,CO_330:0000321
Potato,CO_330,CO_330:0000144,CO_330:0000144,Tuber yield no adjusted,,2,CO_330:0000323; CO_330:0000324
Potato,CO_330,CO_330:0000325,CO_330:0000325,Marketable tuber yield adjusted,,1,CO_330:0000327
Potato,CO_330,CO_330:0000328,CO_330:0000328,Marketable tuber yield no adjusted,,1,CO_330:0000330
Potato,CO_330,CO_330:0000331,CO_330:0000331,Average of tuber weight,,1,CO_330:0000333
Potato,CO_330,CO_330:0000334,CO_330:0000334,Average of marketable tuber weight,,1,CO_330:0000336
Potato,CO_330,CO_330:0000337,CO_330:0000337,Number of Stolons,,1,CO_330:0000340
Potato,CO_330,CO_330:0000341,CO_330:0000341,Length of stolons,,2,CO_330:0000344; CO_330:0000632
Potato,CO_330,CO_330:0000345,CO_330:0000345,Tuber appearance,,2,CO_330:0000348; CO_330:0000995
Potato,CO_330,CO_330:0000349,CO_330:0000349,Tuber uniformity,,1,CO_330:0000352
Potato,CO_330,CO_330:0000353,CO_330:0000353,Tuber size,,3,CO_330:0000356; CO_330:0000633; CO_330:0000998
Potato,CO_330,CO_330:0000357,CO_330:0000357,Late Blight severity,,1,CO_330:0000359
Potato,CO_330,CO_330:0000360,CO_330:0000360,Late blight AUDPC,,1,CO_330:0000363
Potato,CO_330,CO_330:0000364,CO_330:0000364,Late blight relative AUDPC,,1,CO_330:0000367
Potato,CO_330,CO_330:0000368,CO_330:0000368,Late blight susceptibility,,1,CO_330:0000371
Potato,CO_330,CO_330:0000123,CO_330:0000123,Late blight resistance,,2,CO_330:0000372; CO_330:0000623
Potato,CO_330,CO_330:0000126,CO_330:0000126,Potato virus X resistance,,1,CO_330:0000373
Potato,CO_330,CO_330:0000129,CO_330:0000129,Potato virus Y resistance,,1,CO_330:0000374
Potato,CO_330,CO_330:0000132,CO_330:0000132,Potatoleaf roll virus resistance,,2,CO_330:0000375; CO_330:0000624
Potato,CO_330,CO_330:0000135,CO_330:0000135,Bacterial wilt resistance,,2,CO_330:0000376; CO_330:0000625
Potato,CO_330,CO_330:0000138,CO_330:0000138,Root knot nematode resistance,,2,CO_330:0000377; CO_330:0000626
Potato,CO_330,CO_330:0000141,CO_330:0000141,Leaf miner fly resistance,,1,CO_330:0000378
Potato,CO_330,CO_330:0000171,CO_330:0000171,Tuber flavor after cooking,,4,CO_330:0000379; CO_330:0000628; CO_330:0000853; CO_330:0000855
Potato,CO_330,CO_330:0000174,CO_330:0000174,Tuber texture after cooking,,3,CO_330:0000380; CO_330:0000629; CO_330:0000862
Potato,CO_330,CO_330:0000180,CO_330:0000180,Tuber cooking quality,,1,CO_330:0000381
Potato,CO_330,CO_330:0000183,CO_330:0000183,Flesh darkening after cooking,,2,CO_330:0000382; CO_330:0000786
Potato,CO_330,CO_330:0000186,CO_330:0000186,Flesh color after cooking,,1,CO_330:0000383
Potato,CO_330,CO_330:0000189,CO_330:0000189,Chips color,,1,CO_330:0000384
Potato,CO_330,CO_330:0000385,CO_330:0000385,French fries color,,3,CO_330:0000388; CO_330:0000792; CO_330:0000795
Potato,CO_330,CO_330:0000195,CO_330:0000195,Tuber cooking time,,1,CO_330:0000389
Potato,CO_330,CO_330:0000192,CO_330:0000192,Tuber dry matter content,,2,CO_330:0000390; CO_330:0001081
Potato,CO_330,CO_330:0000391,CO_330:0000391,Tuber specific gravity,,2,CO_330:0000394; CO_330:0000781
Potato,CO_330,CO_330:0000177,CO_330:0000177,Chips oil absorption rate,,1,CO_330:0000395
Potato,CO_330,CO_330:0000147,CO_330:0000147,Plant growing period,,1,CO_330:0000396
Potato,CO_330,CO_330:0000153,CO_330:0000153,Tuber dormancy period,,2,CO_330:0000397; CO_330:0000996
Potato,CO_330,CO_330:0000159,CO_330:0000159,Tuber sprouting pattern,,1,CO_330:0000398
Potato,CO_330,CO_330:0000162,CO_330:0000162,Heat tolerance,,2,CO_330:0000399; CO_330:0000627
Potato,CO_330,CO_330:0000165,CO_330:0000165,Salinity tolerance,,1,CO_330:0000400
Potato,CO_330,CO_330:0000168,CO_330:0000168,Pollen viability,,1,CO_330:0000401
Potato,CO_330,CO_330:0000201,CO_330:0000201,Tuber Iron concentration in dry weight basis,,2,CO_330:0000402; CO_330:0000404
Potato,CO_330,CO_330:0000405,CO_330:0000405,Tuber Iron concentration in fresh weight basis,,1,CO_330:0000407
Potato,CO_330,CO_330:0000204,CO_330:0000204,Tuber Zinc concentration in dry weight basis,,2,CO_330:0000408; CO_330:0000409
Potato,CO_330,CO_330:0000410,CO_330:0000410,Tuber Zinc concentration in fresh weight basis,,1,CO_330:0000412
Potato,CO_330,CO_330:0000000,CO_330:0000000,Plant growth habit,,1,CO_330:0000223
Potato,CO_330,CO_330:0000003,CO_330:0000003,Flowering degree,,2,CO_330:0000224; CO_330:0000620
Potato,CO_330,CO_330:0000006,CO_330:0000006,Corolla shape,,1,CO_330:0000225
Potato,CO_330,CO_330:0000009,CO_330:0000009,Inflorescence number,,1,CO_330:0000226
Potato,CO_330,CO_330:0000012,CO_330:0000012,Main inflorescence flower number,,1,CO_330:0000227
Potato,CO_330,CO_330:0000015,CO_330:0000015,Anther pigmentation,,1,CO_330:0000228
Potato,CO_330,CO_330:0000018,CO_330:0000018,Pistil pigmentation,,1,CO_330:0000229
Potato,CO_330,CO_330:0000021,CO_330:0000021,Fruit shape,,1,CO_330:0000230
Potato,CO_330,CO_330:0000024,CO_330:0000024,Fruit color,,1,CO_330:0000231
Potato,CO_330,CO_330:0000027,CO_330:0000027,Pedicel color,,1,CO_330:0000232
Potato,CO_330,CO_330:0000030,CO_330:0000030,Calyx color,,1,CO_330:0000233
Potato,CO_330,CO_330:0000033,CO_330:0000033,Seed production per berry,,1,CO_330:0000234
Potato,CO_330,CO_330:0000036,CO_330:0000036,Stigma shape,,1,CO_330:0000235
Potato,CO_330,CO_330:0000039,CO_330:0000039,Leaf shape,,1,CO_330:0000236
Potato,CO_330,CO_330:0000042,CO_330:0000042,Primary lateral leaflet number,,1,CO_330:0000237
Potato,CO_330,CO_330:0000045,CO_330:0000045,Leaf adaxial surface color,,1,CO_330:0000238
Potato,CO_330,CO_330:0000048,CO_330:0000048,Leaf abaxial surface color,,1,CO_330:0000239
Potato,CO_330,CO_330:0000051,CO_330:0000051,Leaf adaxial surface trichome density,,1,CO_330:0000240
Potato,CO_330,CO_330:0000054,CO_330:0000054,Leaf abaxial surface trichome density,,1,CO_330:0000241
Potato,CO_330,CO_330:0000057,CO_330:0000057,Apical leaflet size,,1,CO_330:0000242
Potato,CO_330,CO_330:0000060,CO_330:0000060,Apical leaflet shape,,1,CO_330:0000243
Potato,CO_330,CO_330:0000063,CO_330:0000063,Lateral leaflet shape,,1,CO_330:0000244
Potato,CO_330,CO_330:0000066,CO_330:0000066,Base shape of the terminal leaflets,,1,CO_330:0000245
Potato,CO_330,CO_330:0000069,CO_330:0000069,Apex shape of the terminal leaflets,,1,CO_330:0000246
Potato,CO_330,CO_330:0000072,CO_330:0000072,Main Stem pigmentation,,1,CO_330:0000247
Potato,CO_330,CO_330:0000075,CO_330:0000075,Wing stem shape,,1,CO_330:0000248
Potato,CO_330,CO_330:0000078,CO_330:0000078,Predominant tuber skin color,,2,CO_330:0000249; CO_330:0000621
Potato,CO_330,CO_330:0000081,CO_330:0000081,Tuber skin main color intensity,,1,CO_330:0000250
Potato,CO_330,CO_330:0000084,CO_330:0000084,Tuber skin secondary color,,1,CO_330:0000251
Potato,CO_330,CO_330:0000087,CO_330:0000087,Distribution of secondary tuber skin color,,1,CO_330:0000252
Potato,CO_330,CO_330:0000090,CO_330:0000090,Predominant Tuber flesh color,,2,CO_330:0000253; CO_330:0000622
Potato,CO_330,CO_330:0000093,CO_330:0000093,Tuber flesh secondary color,,1,CO_330:0000254
Potato,CO_330,CO_330:0000096,CO_330:0000096,Distribution of secondary tuber flesh color,,1,CO_330:0000255
Potato,CO_330,CO_330:0000099,CO_330:0000099,Tuber shape,,2,CO_330:0000256; CO_330:0000997
Potato,CO_330,CO_330:0000102,CO_330:0000102,Unusual tuber shape,,1,CO_330:0000257
Potato,CO_330,CO_330:0000105,CO_330:0000105,Tuber depth eyes,,1,CO_330:0000258
Potato,CO_330,CO_330:0000111,CO_330:0000111,Predominant sprout color,,1,CO_330:0000259
Potato,CO_330,CO_330:0000114,CO_330:0000114,Secondary sprout color,,1,CO_330:0000260
Potato,CO_330,CO_330:0000117,CO_330:0000117,Distribution of secondary sprout color,,1,CO_330:0000261
Potato,CO_330,CO_330:0000120,CO_330:0000120,Ploidy,,1,CO_330:0000262
Potato,CO_330,CO_330:0000263,CO_330:0000263,Number of tubers planted,,1,CO_330:0000265
Potato,CO_330,CO_330:0000266,CO_330:0000266,Number of emerged plants,,1,CO_330:0000268
Potato,CO_330,CO_330:0000269,CO_330:0000269,Plant uniformity,,1,CO_330:0000272
